11,price,square,
285000,1.75,285,
879000,3,879,
330000,2.5,330,
1050000,3.25,1050,
682000,1,682,
810000,1.75,810,
572000,2.25,572,
275000,2.5,275,
1300000,3.75,1300,
282500,1,282.5,
262000,2.5,262,
560000,2.5,560,
400950,2.5,400.95,
282000,2.25,282,
218250,1,218.25,
359500,2.75,359.5,
765000,1.75,765,
900000,6,900,
295000,1.5,295,
289950,1.75,289.95,
150000,1,150,
451000,1.75,451,
385000,2.5,385,
516500,1.25,516.5,
257000,1,257,
528000,1.75,528,
200000,1,200,
661000,2.25,661,
524950,2.5,524.95,
379000,2.5,379,
998000,3.25,998,
494900,2.5,494.9,
785000,2,785,
331500,2.5,331.5,
1700000,3.5,1700,
199000,1.75,199,
369900,1.75,369.9,
502000,2.5,502,
732000,1.75,732,
781000,2.5,781,
700000,3.25,700,
395000,3.5,395,
619000,1.75,619,
540000,2.5,540,
475200,2.5,475.2,
831000,3,831,
250250,2.25,250.25,
475000,2.5,475,
692500,1.75,692.5,
381000,1.75,381,
469950,3,469.95,
465000,1,465,
375000,2.25,375,
1258000,3.25,1258,
215000,1,215,
1387000,4.5,1387,
210000,2.25,210,
265000,2.5,265,
491500,2.25,491.5,
554000,2,554,
685000,1.75,685,
890000,2.25,890,
274250,1,274.25,
370000,1.75,370,
1285000,2.25,1285,
1220000,3.25,1220,
783000,2.75,783,
491500,1.75,491.5,
295000,2.5,295,
467500,1,467.5,
341000,1.5,341,
410000,2.5,410,
2225000,4,2225,
420000,1,420,
507000,2.25,507,
455000,2.25,455,
1800000,3.5,1800,
400000,1,400,
582500,1.5,582.5,
320000,2.25,320,
616950,3.5,616.95,
415000,2.25,415,
265000,3,265,
315000,1,315,
1555000,2.5,1555,
810000,3,810,
230000,1,230,
650000,1,650,
300000,1.75,300,
575000,2,575,
578000,1,578,
250000,1,250,
445000,1.75,445,
441000,2,441,
559000,2.5,559,
375000,2.5,375,
300000,1,300,
645000,1.75,645,
360000,1.75,360,
360000,2.5,360,
326100,1,326.1,
620000,2.5,620,
550000,2,550,
2300000,3.25,2300,
670000,3.5,670,
458450,1,458.45,
361500,1.75,361.5,
594000,2.25,594,
417000,1.75,417,
440000,3,440,
325000,2,325,
439000,2.5,439,
280000,1.5,280,
436000,1,436,
770000,2.25,770,
245000,1.75,245,
229000,1,229,
915000,2.75,915,
740000,2.5,740,
484259,2.75,484.259,
394000,2.5,394,
921500,1.5,921.5,
245000,1.5,245,
352500,1.75,352.5,
699950,3.25,699.95,
1379900,3.25,1379.9,
699000,2.5,699,
500000,1.5,500,
800000,2.75,800,
279000,2.5,279,
340000,1.75,340,
440000,1.75,440,
286300,1,286.3,
521000,2,521,
253000,2,253,
595000,2,595,
710200,3,710.2,
495000,2.5,495,
2574000,3.75,2574,
180500,1,180.5,
425000,2.25,425,
360000,2.25,360,
580000,2.5,580,
250000,1.75,250,
1450000,1.75,1450,
255000,1,255,
315000,1,315,
294400,2.5,294.4,
446450,1.5,446.45,
219000,1.5,219,
250000,1,250,
470000,2.75,470,
340000,1.75,340,
808000,1.75,808,
220000,1,220,
360000,2.5,360,
355000,1,355,
3000000,3.75,3000,
335000,2.75,335,
299950,1.75,299.95,
450000,1.75,450,
350000,2.25,350,
110000,1,110,
565000,1.75,565,
585000,2.5,585,
465000,1.75,465,
360000,2.5,360,
710000,2.5,710,
178500,1,178.5,
599000,2.75,599,
545000,2.5,545,
245000,2.25,245,
365000,2.5,365,
450000,1,450,
190000,1,190,
394950,2.25,394.95,
358990,3.25,358.99,
410000,1.5,410,
585000,1.75,585,
257000,1.75,257,
836500,2.5,836.5,
1901000,2.5,1901,
355000,1,355,
1265000,1.75,1265,
500000,1,500,
290000,1.5,290,
325900,2.5,325.9,
330000,2.5,330,
770000,2.5,770,
950000,2.75,950,
670950,2.5,670.95,
589000,2.5,589,
500000,2.75,500,
214000,1.5,214,
755000,2.5,755,
940000,2.75,940,
324950,2.5,324.95,
517000,1,517,
182000,1,182,
800000,2,800,
535000,1,535,
495000,2.25,495,
726888,3,726.888,
718000,2.75,718,
582500,1.75,582.5,
311000,2,311,
240000,2.5,240,
510000,2.75,510,
1199000,2.75,1199,
450000,1,450,
465000,2.75,465,
785000,2.75,785,
589000,2.5,589,
1300000,4,1300,
1031000,1.75,1031,
425000,2.75,425,
399950,2.75,399.95,
1450000,3.25,1450,
599950,3.25,599.95,
470000,3.75,470,
124000,1,124,
1705000,3,1705,
645000,2.5,645,
450000,2,450,
949950,2.5,949.95,
460000,2,460,
520000,1,520,
140000,1,140,
472500,2.5,472.5,
899000,2.5,899,
605000,3.25,605,
285000,2.5,285,
1595000,4.25,1595,
335000,2.5,335,
339950,1.75,339.95,
321000,2.5,321,
404950,2.25,404.95,
540000,1.75,540,
650000,1,650,
465000,2,465,
245000,1,245,
436000,2.25,436,
912000,2.75,912,
740000,2.5,740,
499000,1.75,499,
735000,2.5,735,
705380,2.5,705.38,
250000,1.5,250,
699000,2.5,699,
452000,2.25,452,
630000,2.75,630,
260000,1.75,260,
360000,2,360,
1000000,2.75,1000,
774000,2.75,774,
4668000,6.75,4668,
842000,1,842,
910000,2,910,
270000,1.5,270,
817500,2.5,817.5,
620000,1.75,620,
350000,1,350,
2050000,3.25,2050,
1485000,3.75,1485,
544950,1.75,544.95,
311000,2.5,311,
466000,2.25,466,
224950,1.5,224.95,
290000,1.75,290,
450000,1,450,
1100000,3.5,1100,
398500,2.5,398.5,
300000,2.5,300,
530000,2.75,530,
361500,2.5,361.5,
520000,2.5,520,
442500,2.25,442.5,
1027000,2.5,1027,
745000,2.5,745,
1681000,5.25,1681,
1400000,4.5,1400,
265800,1.75,265.8,
350000,1,350,
780000,1.75,780,
530000,1.75,530,
180000,1,180,
525000,2.25,525,
410000,2.25,410,
267800,1.75,267.8,
577288,2.75,577.288,
385000,1.75,385,
853505,2.5,853.505,
349500,2,349.5,
487275,2.5,487.275,
845000,3.25,845,
1700000,2.75,1700,
330000,1,330,
1000000,2.5,1000,
2200000,3,2200,
420000,2.25,420,
740000,1.5,740,
393000,1,393,
565000,1,565,
425000,2.5,425,
225000,1,225,
345000,1.5,345,
175000,1.75,175,
185000,1,185,
1165000,2.25,1165,
310000,2,310,
272000,2.75,272,
524250,2.5,524.25,
572000,2.75,572,
286500,2,286.5,
950000,2,950,
1280000,2.5,1280,
525000,1,525,
569000,3.25,569,
1950000,3.25,1950,
205000,1,205,
255000,1.75,255,
590000,3.25,590,
296475,2.5,296.475,
560000,2.5,560,
730000,2.25,730,
370000,2.5,370,
447055,2.5,447.055,
495000,2.5,495,
550000,2.5,550,
269000,1.75,269,
345000,2.5,345,
1013050,2.5,1013.05,
337000,1.75,337,
320000,1,320,
599000,2.75,599,
1364000,2.5,1364,
386000,2.5,386,
465250,2,465.25,
399950,2,399.95,
449000,1.75,449,
680000,2.25,680,
240000,1,240,
298000,2.5,298,
1115000,2.5,1115,
833000,2.5,833,
850000,1.75,850,
650000,2.5,650,
360000,1.75,360,
355000,2.5,355,
875000,2.5,875,
366000,2.5,366,
340000,2,340,
212500,1,212.5,
1003000,2.5,1003,
276200,1.75,276.2,
148900,1.75,148.9,
306500,1.75,306.5,
729000,3.25,729,
220000,1.75,220,
305000,1.75,305,
562500,2.5,562.5,
331950,2.5,331.95,
290000,1.75,290,
578550,2.5,578.55,
535000,2.5,535,
427000,1,427,
265000,1.5,265,
410500,2.5,410.5,
384000,3,384,
438000,1,438,
465000,2.5,465,
200450,1,200.45,
823000,1.75,823,
257000,1,257,
890000,3.25,890,
680000,1.75,680,
550000,2.75,550,
260000,1.75,260,
299990,2.5,299.99,
243400,1.5,243.4,
475000,1.75,475,
442000,1,442,
792500,1.5,792.5,
429950,2.5,429.95,
685000,2.5,685,
201500,1,201.5,
655000,3.25,655,
1500000,5.5,1500,
400000,2.25,400,
359950,1,359.95,
579950,2.5,579.95,
969500,3.25,969.5,
639950,1.75,639.95,
940000,2.75,940,
1100000,2.75,1100,
222000,1,222,
475000,1,475,
375000,1.75,375,
350000,1.5,350,
530000,2.5,530,
750000,2,750,
662990,1.75,662.99,
1045000,3.25,1045,
277284,1.75,277.284,
208000,1.5,208,
400000,1.75,400,
399950,2.5,399.95,
595000,2.75,595,
330000,1,330,
1612500,2.75,1612.5,
229000,1,229,
400000,1.75,400,
554500,2.25,554.5,
287000,1,287,
762000,2,762,
490000,2,490,
635000,1.75,635,
459000,3.5,459,
449000,2,449,
260000,1.75,260,
680000,2.75,680,
235000,1,235,
415000,1,415,
578888,2,578.888,
529000,2.5,529,
536500,1.75,536.5,
500000,2.25,500,
369950,2.5,369.95,
435000,2,435,
379000,2.5,379,
2950000,4.75,2950,
400000,1,400,
530000,1.5,530,
425000,1.75,425,
476000,2.5,476,
203000,2.25,203,
495000,1.75,495,
1030000,2.5,1030,
394000,3.25,394,
635000,2,635,
585000,1.5,585,
565000,2.5,565,
122000,1,122,
460000,3.5,460,
450000,1,450,
519000,2.5,519,
250000,1.75,250,
833000,3.5,833,
585000,2.5,585,
775000,3,775,
590000,2.25,590,
300000,2.25,300,
831000,2.25,831,
374000,1.5,374,
400000,1,400,
169575,1,169.575,
862500,2.5,862.5,
600000,1,600,
245000,1.75,245,
1140000,1.75,1140,
356000,1,356,
282500,1.75,282.5,
465000,2.5,465,
235000,1.5,235,
615000,3,615,
204995,1,204.995,
508300,1,508.3,
425000,1,425,
405000,2.5,405,
511000,3.5,511,
212000,1,212,
390000,1,390,
685000,2.5,685,
1400000,2.5,1400,
899000,1,899,
699000,1.5,699,
329922,1.75,329.922,
339950,2.5,339.95,
416000,1,416,
475000,2,475,
495000,2.5,495,
327000,2.5,327,
655000,2.5,655,
715000,4,715,
310000,2.25,310,
550000,2.5,550,
805000,2.5,805,
280000,1.75,280,
750000,1,750,
430000,3.75,430,
560000,3,560,
204000,1,204,
237200,1.5,237.2,
564800,2.25,564.8,
385000,1.75,385,
375000,2.5,375,
610000,2.5,610,
780000,2.75,780,
238000,1,238,
554663,2,554.663,
185000,1.5,185,
225000,1,225,
500000,2.25,500,
1260000,1.5,1260,
342500,1,342.5,
353950,2.25,353.95,
875000,2.5,875,
380000,1,380,
400000,1,400,
515000,1,515,
330000,1,330,
485000,2.5,485,
475000,2.25,475,
520000,2,520,
460000,1.5,460,
459800,2,459.8,
520500,2,520.5,
250000,2,250,
685000,1,685,
280000,1.75,280,
286285,2.25,286.285,
418500,2.5,418.5,
306500,1,306.5,
375000,2.25,375,
725000,2.25,725,
1195000,3,1195,
1050000,3.25,1050,
452000,1.5,452,
325000,2.25,325,
408474,2.5,408.474,
390000,2.5,390,
581000,1,581,
750000,2.5,750,
346000,1,346,
749000,2.5,749,
600000,2.5,600,
1525000,3.5,1525,
454280,2.5,454.28,
335000,2.5,335,
225000,1,225,
940000,2.25,940,
327500,2.5,327.5,
540000,1.25,540,
445000,2.5,445,
272000,1.75,272,
410000,1.75,410,
425000,1.75,425,
500000,1.75,500,
610000,3,610,
1300000,2.5,1300,
570000,2.5,570,
396500,1.75,396.5,
448000,3.5,448,
269000,1,269,
438000,2.5,438,
914154,3.5,914.154,
1378600,3.25,1378.6,
1234570,2.5,1234.57,
299000,2.25,299,
1950000,2.5,1950,
623000,2.75,623,
910000,3.25,910,
357000,1.75,357,
415000,1.75,415,
575000,1.5,575,
284900,1.5,284.9,
365000,1,365,
480000,1,480,
576750,2,576.75,
399950,2.5,399.95,
420000,1,420,
408000,2,408,
2700000,4,2700,
195000,1.5,195,
850000,2.5,850,
525000,1.75,525,
295000,1.75,295,
549000,1,549,
750000,1.75,750,
456500,2.25,456.5,
819000,3.5,819,
590000,2.5,590,
492000,2.5,492,
314000,2.75,314,
430000,2.5,430,
376000,1,376,
190000,1,190,
894400,2.5,894.4,
380000,2.5,380,
294570,1,294.57,
465000,1.75,465,
925000,3.25,925,
1225000,2.25,1225,
348000,2.25,348,
1385000,3.75,1385,
747500,2.25,747.5,
339990,2.5,339.99,
605000,1.75,605,
875000,2.75,875,
304999,2.25,304.999,
550000,1.75,550,
369000,2.5,369,
650000,3,650,
622100,2.5,622.1,
474800,3.25,474.8,
1350000,3.5,1350,
631500,2.5,631.5,
470000,2.5,470,
790000,3,790,
379900,3.5,379.9,
429900,3.25,429.9,
550000,2.5,550,
300000,1.5,300,
352000,1,352,
419950,2.25,419.95,
325000,1,325,
589000,2,589,
165000,1.5,165,
510000,2.5,510,
403500,2.5,403.5,
415000,1,415,
189000,1,189,
1050000,2.5,1050,
182700,2.25,182.7,
232900,1.5,232.9,
650000,1.75,650,
316000,2.5,316,
988990,4.75,988.99,
310000,2,310,
605000,2.75,605,
680000,1,680,
380000,2.25,380,
271000,1.75,271,
585000,2,585,
199950,1.75,199.95,
432500,2.5,432.5,
610000,2.5,610,
1065000,2.25,1065,
403000,2.75,403,
702000,2.5,702,
755000,2,755,
362300,2.5,362.3,
209950,1.75,209.95,
285000,1,285,
315000,1.75,315,
650000,1.75,650,
264950,2.5,264.95,
340000,2.5,340,
362500,2,362.5,
110700,1,110.7,
520000,1.75,520,
980000,2.5,980,
610000,2.5,610,
654300,2.5,654.3,
425000,1.75,425,
279000,1,279,
376000,2.25,376,
267950,1,267.95,
1000000,3.25,1000,
600000,1,600,
549000,1,549,
467000,2.5,467,
750000,2.25,750,
813000,2.5,813,
223000,1.75,223,
436110,2.5,436.11,
340000,2.5,340,
751000,3.25,751,
115000,0.75,115,
337500,1,337.5,
600000,3,600,
460000,2.25,460,
427000,1.75,427,
260000,1.75,260,
280000,1,280,
1335000,1.75,1335,
270500,1.5,270.5,
620000,2.25,620,
325000,1.5,325,
1575000,3.75,1575,
485000,2.5,485,
799950,2.25,799.95,
658000,2.75,658,
272000,2,272,
2048000,4,2048,
488000,2.5,488,
550000,3,550,
333000,1.75,333,
279950,2.25,279.95,
325000,1,325,
1150000,3.5,1150,
325000,2.5,325,
518000,2.25,518,
479200,2,479.2,
325000,1,325,
225000,2.5,225,
720000,3.25,720,
445000,1.75,445,
1679000,4.25,1679,
355000,2,355,
255000,2,255,
337000,1.75,337,
149900,1.75,149.9,
447000,1,447,
434000,2.25,434,
570000,1,570,
239000,1.75,239,
1100000,2.75,1100,
310000,2.75,310,
630000,2,630,
375000,1,375,
685000,2.75,685,
1484900,2.5,1484.9,
210000,2,210,
480000,2.5,480,
279900,1.75,279.9,
420000,1.75,420,
525000,3,525,
453500,2.5,453.5,
235000,1.75,235,
575000,1.75,575,
344500,2.75,344.5,
355000,2.5,355,
546800,2.25,546.8,
465000,2.75,465,
629950,2.5,629.95,
938000,2.5,938,
286000,2.75,286,
435000,1,435,
490000,2.5,490,
545000,2.5,545,
713500,2.75,713.5,
685000,2.5,685,
374000,1.5,374,
765000,1.75,765,
255000,1.5,255,
949000,2.75,949,
250000,2,250,
260000,1,260,
500000,3,500,
1150000,2.25,1150,
495000,2.25,495,
625000,2.5,625,
1157200,4.25,1157.2,
550000,3.75,550,
240000,1,240,
299950,1,299.95,
460000,2.75,460,
567000,1.75,567,
1100000,2.5,1100,
270000,2.5,270,
370000,2.5,370,
350000,1,350,
740000,2.75,740,
472217,2.5,472.217,
140000,1,140,
975000,2.5,975,
253000,1.75,253,
258000,1.75,258,
430000,1.5,430,
342400,2.25,342.4,
255000,0.5,255,
295000,1.5,295,
450000,1,450,
285000,1,285,
615000,1.75,615,
275000,1.75,275,
550000,2,550,
667000,2.75,667,
480000,1.75,480,
417000,1.75,417,
1000000,2.25,1000,
627000,3.5,627,
366000,1.75,366,
526500,2.5,526.5,
1550000,3.25,1550,
259000,2.5,259,
292500,2.5,292.5,
532500,3.25,532.5,
531500,2.75,531.5,
345000,2.25,345,
1225000,2.75,1225,
380000,1,380,
660000,2,660,
235000,1,235,
680000,2.5,680,
358000,1,358,
920000,2.5,920,
534640,2.5,534.64,
872750,2.5,872.75,
394900,1,394.9,
435000,1,435,
525000,1.5,525,
760000,2.25,760,
380000,1,380,
921000,2.25,921,
505000,2,505,
350000,1,350,
390000,1.75,390,
349500,2.5,349.5,
499950,1.75,499.95,
2200000,2,2200,
433000,1.75,433,
250000,1,250,
450000,2.25,450,
390000,2.25,390,
388000,1.75,388,
850000,1,850,
248000,1.75,248,
705000,2.5,705,
310000,1.75,310,
635000,2.5,635,
580000,2.5,580,
437000,1.75,437,
550000,2,550,
305000,2.5,305,
312500,1,312.5,
157500,1,157.5,
537250,2.5,537.25,
275000,2.5,275,
260000,1.75,260,
664000,2.75,664,
415000,1.75,415,
448000,2,448,
475000,2.5,475,
260000,1.75,260,
295000,1.75,295,
630500,2.5,630.5,
767450,2,767.45,
232500,1.5,232.5,
303000,2.75,303,
526000,2,526,
340000,1,340,
215000,1,215,
350000,2.5,350,
1750000,2.75,1750,
379000,3.25,379,
182000,2.25,182,
336000,2.25,336,
518000,2.5,518,
571500,1.75,571.5,
328000,1.75,328,
352750,2.75,352.75,
230000,1.75,230,
481000,1,481,
218500,1.75,218.5,
399000,2.5,399,
830000,3,830,
321500,2.5,321.5,
735000,3.5,735,
920000,4.5,920,
350000,1,350,
915000,4.5,915,
305000,2,305,
655000,2.25,655,
230000,0.75,230,
362500,1,362.5,
810000,2,810,
672000,2.5,672,
450000,2.5,450,
323000,1.5,323,
965000,2.5,965,
290000,1.75,290,
728000,2.5,728,
371000,1,371,
1450000,2.75,1450,
210000,1,210,
880000,2.5,880,
355000,1,355,
1050000,3,1050,
380950,2,380.95,
125000,1,125,
463000,2.5,463,
192500,1,192.5,
1210000,3.75,1210,
258000,2.5,258,
550000,1.75,550,
645000,2.5,645,
574000,2.5,574,
528000,2.75,528,
1010000,3.5,1010,
1500000,3.5,1500,
345000,2.5,345,
353000,2.5,353,
875000,1,875,
360000,2,360,
725000,2.5,725,
594866,3,594.866,
733000,2.75,733,
295000,1,295,
735000,2.75,735,
480000,1.5,480,
439000,2.25,439,
433500,1,433.5,
256000,1.75,256,
290900,2,290.9,
279000,1,279,
499000,2.75,499,
1229000,3.5,1229,
833450,4,833.45,
495000,1.75,495,
370000,3,370,
690000,2,690,
1079000,3.5,1079,
1070000,3.25,1070,
210000,1.5,210,
1665000,3.75,1665,
225000,1,225,
410000,2.75,410,
225000,1,225,
325000,2.5,325,
810000,2,810,
349500,1,349.5,
241000,1,241,
490000,2.25,490,
315000,2.25,315,
763101,1.75,763.101,
1325000,2.5,1325,
580000,2.5,580,
485000,1,485,
711777,1.75,711.777,
305000,2.5,305,
375000,2,375,
550000,1.75,550,
375000,2.25,375,
650000,2.5,650,
335000,2,335,
315000,1.75,315,
735000,1.75,735,
189650,1.75,189.65,
550000,2.5,550,
475300,1,475.3,
452000,2.75,452,
658100,2.5,658.1,
435000,2.5,435,
679000,2.5,679,
712500,2,712.5,
310000,1.75,310,
280000,2.5,280,
441000,1.5,441,
430000,1.75,430,
360000,2.5,360,
282000,2,282,
385000,1,385,
285000,1.5,285,
759000,2.75,759,
775000,2.5,775,
499950,3.5,499.95,
395000,2.25,395,
450000,1.75,450,
369000,2,369,
610000,2.25,610,
235000,1.5,235,
325000,1,325,
315000,1.5,315,
305000,2.5,305,
374000,1.75,374,
665000,2.5,665,
516000,3,516,
754950,2.5,754.95,
450000,1.75,450,
269950,1.5,269.95,
768000,2.5,768,
316000,1,316,
430000,3.25,430,
280000,1.75,280,
382000,2.25,382,
205000,1,205,
430000,2.5,430,
329800,2.5,329.8,
358000,2.75,358,
394000,2.5,394,
267000,1.5,267,
420000,2,420,
278000,2.5,278,
133000,2,133,
507000,2,507,
604000,1,604,
330000,2.5,330,
910000,2.5,910,
824000,1,824,
291000,2.5,291,
480000,2.5,480,
305000,1.5,305,
620000,2.5,620,
195700,1,195.7,
380000,2.5,380,
725000,2.5,725,
620000,3,620,
1035000,4,1035,
215000,1.75,215,
895990,2.75,895.99,
375000,3,375,
500000,2.5,500,
400000,1,400,
461000,1.5,461,
360000,1.5,360,
249000,1.5,249,
212000,2.25,212,
729000,3.5,729,
632000,2.5,632,
120000,1,120,
455000,2.25,455,
465000,2.25,465,
282000,2.5,282,
731000,2.5,731,
640500,1,640.5,
500000,1,500,
330950,2.5,330.95,
353000,2.75,353,
698000,1,698,
219900,1.5,219.9,
786000,3.5,786,
1875000,5,1875,
541338,2.5,541.338,
525000,1.5,525,
555000,2,555,
638000,2.5,638,
315000,2,315,
358000,1.5,358,
545000,2.5,545,
1208000,2.75,1208,
665000,2.5,665,
399950,1,399.95,
1755000,2,1755,
405000,1,405,
610000,1,610,
1095000,2.75,1095,
570000,2,570,
155000,1.5,155,
1010000,3.25,1010,
690000,1.5,690,
550000,1,550,
419000,2.25,419,
340000,1,340,
160000,1,160,
522500,1.75,522.5,
378000,2.5,378,
610000,2.5,610,
375000,2.5,375,
186375,1,186.375,
963990,3.5,963.99,
493000,1.75,493,
305000,2.25,305,
395000,1.5,395,
450000,2.25,450,
210000,1.5,210,
350000,2.5,350,
872000,4,872,
677000,2,677,
565000,3,565,
280000,2.5,280,
415000,1.75,415,
590000,2.5,590,
465000,2.5,465,
495000,2.25,495,
685650,1.75,685.65,
375000,1.75,375,
315000,2.25,315,
226000,1,226,
248000,1.75,248,
1195000,2.25,1195,
173000,1,173,
549000,2,549,
320000,2.25,320,
364000,2.5,364,
3567000,4.5,3567,
287000,2.5,287,
200000,2.75,200,
535000,1,535,
290000,1.5,290,
290000,2.5,290,
253000,2.25,253,
312000,1,312,
250000,1,250,
239000,2,239,
625000,2,625,
1810000,2.25,1810,
237000,2,237,
668000,2.5,668,
221000,1,221,
252500,1,252.5,
632000,2.5,632,
439950,2.25,439.95,
585000,2.75,585,
375000,1.5,375,
649000,2.5,649,
260000,1,260,
471000,1.75,471,
305000,2.25,305,
523000,2.5,523,
240000,1,240,
725000,1.5,725,
960000,3.5,960,
356000,1.5,356,
650000,2.25,650,
399963,2.5,399.963,
561000,2,561,
760000,1.75,760,
524950,1.75,524.95,
402000,1,402,
562100,2.25,562.1,
280000,2,280,
480000,2,480,
570000,2.5,570,
372000,1,372,
250000,1,250,
473000,3.5,473,
905000,2.5,905,
530000,2.25,530,
335000,1.75,335,
725000,2.5,725,
330000,2.5,330,
400000,1,400,
210000,1,210,
970000,3.5,970,
1150000,3.25,1150,
359950,2.75,359.95,
1285000,3.5,1285,
1200000,3.5,1200,
689000,2.5,689,
604000,2.5,604,
768500,1.75,768.5,
500000,2,500,
450000,2,450,
535100,2.25,535.1,
493000,1.75,493,
435000,2.5,435,
629000,2.25,629,
568000,2.5,568,
510000,2.25,510,
1802750,3.25,1802.75,
325000,3.25,325,
332000,1,332,
503000,2.5,503,
335000,1,335,
322500,1,322.5,
1629000,2.5,1629,
968000,1.75,968,
270000,2.75,270,
415000,2.25,415,
270000,2,270,
340000,2.5,340,
835000,2.75,835,
399500,1.5,399.5,
230000,1,230,
382000,2.25,382,
425000,2.5,425,
355000,1.5,355,
499000,1.75,499,
640000,1.75,640,
307000,2,307,
490000,1,490,
315000,2.5,315,
248000,1,248,
670000,1.75,670,
1038000,2.75,1038,
498500,2.5,498.5,
360000,2.5,360,
350000,3,350,
709000,1.75,709,
211000,1,211,
545000,1,545,
1200000,2,1200,
500000,1,500,
385000,1,385,
925000,3.25,925,
685000,1.75,685,
317000,2.25,317,
575575,1.75,575.575,
240000,1,240,
312500,0.5,312.5,
2095000,3.75,2095,
325000,2.5,325,
420000,1.75,420,
3200000,3.25,3200,
524500,1.5,524.5,
455000,1.5,455,
330000,1.75,330,
260000,2.5,260,
445000,2.5,445,
495000,1.75,495,
635000,2.25,635,
291000,1.5,291,
1250000,3,1250,
705000,2,705,
1356920,3.5,1356.92,
264950,1,264.95,
265000,1.75,265,
270000,1.75,270,
527200,1.75,527.2,
686500,1.75,686.5,
395000,2.25,395,
383000,2.5,383,
970000,2.75,970,
205000,1,205,
315000,1.75,315,
605125,1,605.125,
287500,2.25,287.5,
455000,2.5,455,
379900,2.5,379.9,
420000,1,420,
529950,2.5,529.95,
364900,3,364.9,
250000,2,250,
507500,1.75,507.5,
675000,2.5,675,
1020000,2.25,1020,
349950,1.75,349.95,
500000,1.5,500,
703000,2,703,
145600,1,145.6,
345000,1,345,
556000,2.5,556,
475000,2.5,475,
527000,2.25,527,
860000,4.5,860,
599950,1,599.95,
385000,2.25,385,
274950,1.75,274.95,
280000,1.75,280,
570000,2.5,570,
665000,2.5,665,
485000,1.5,485,
620000,2.25,620,
550000,2.25,550,
978000,2.75,978,
601150,2,601.15,
475000,1.75,475,
560000,3.5,560,
462550,1.75,462.55,
430000,1.75,430,
1285000,3.5,1285,
824000,2.5,824,
571000,2.25,571,
644000,2.5,644,
325000,1,325,
269950,3,269.95,
600000,2.5,600,
350000,1,350,
778000,2,778,
1880000,2.75,1880,
575000,1.5,575,
291500,1.75,291.5,
852600,2.5,852.6,
185000,1,185,
615000,2.25,615,
663000,2.5,663,
580000,2.25,580,
470000,3.25,470,
455000,2.5,455,
717000,1.5,717,
1295000,2.5,1295,
590000,4.25,590,
334900,1.75,334.9,
250000,2.25,250,
392500,1,392.5,
2147500,3.5,2147.5,
345000,1.75,345,
500000,2.25,500,
352000,2.5,352,
510000,1.5,510,
650000,1.75,650,
490000,2.5,490,
526000,1.75,526,
858000,3.5,858,
325000,2.5,325,
383962,2.5,383.962,
1150000,2.5,1150,
337000,2.5,337,
299000,2.5,299,
290000,1.75,290,
315000,1,315,
182500,1,182.5,
535000,2,535,
220000,2,220,
705000,2.5,705,
650000,2.75,650,
343000,1,343,
530000,2.5,530,
314000,1.75,314,
840000,1.75,840,
525000,2.5,525,
393000,2.25,393,
579000,2.5,579,
1180000,2.25,1180,
880000,1.75,880,
199900,1,199.9,
298000,2.5,298,
668500,2.25,668.5,
800000,2.75,800,
252750,1,252.75,
222500,2,222.5,
275000,2.25,275,
585000,1.75,585,
379900,2.5,379.9,
325000,2.5,325,
340000,2.75,340,
250000,2.25,250,
481000,2.75,481,
1325000,3,1325,
799000,3.25,799,
6885000,7.75,6885,
265000,2.5,265,
290000,2,290,
398000,2.5,398,
567000,2.5,567,
280000,1,280,
538000,3.5,538,
815000,1.5,815,
354500,1,354.5,
610000,2.5,610,
303000,2,303,
1270000,3,1270,
310000,1,310,
799000,1.5,799,
2890000,4,2890,
426500,2.5,426.5,
239000,1.75,239,
429000,3.25,429,
379000,2.5,379,
788500,2.25,788.5,
345000,2.25,345,
370000,1,370,
405000,1.75,405,
380000,2.25,380,
238000,1.5,238,
300000,2.5,300,
1037000,3.75,1037,
365000,1,365,
869900,4.5,869.9,
403950,2.5,403.95,
564000,2.25,564,
1825000,3.75,1825,
625000,1.75,625,
527000,2.5,527,
409000,2.25,409,
205000,0.75,205,
1815000,3,1815,
129000,1,129,
715000,2.5,715,
165000,1,165,
200000,1,200,
353000,2.5,353,
1100000,3,1100,
620000,4,620,
772000,2.25,772,
308550,2,308.55,
369900,2.5,369.9,
400000,2.5,400,
805000,3,805,
735000,2.25,735,
354450,2.75,354.45,
149500,1,149.5,
300000,2.5,300,
200000,2.25,200,
215000,1,215,
281000,2.25,281,
723000,2.5,723,
995000,4.5,995,
685000,2.5,685,
570000,2.5,570,
450000,3,450,
245000,1.5,245,
925000,2.25,925,
405000,2.5,405,
950000,3,950,
400000,2.25,400,
1200000,2.5,1200,
510000,1.75,510,
739375,3,739.375,
488000,1,488,
374950,3,374.95,
391500,2,391.5,
700000,2.5,700,
400000,1,400,
575000,1.75,575,
971000,3.5,971,
563000,1,563,
285000,1.75,285,
2546000,3,2546,
475999,1.75,475.999,
607000,1.75,607,
628000,2,628,
635000,2.5,635,
680000,2.75,680,
825750,3.5,825.75,
339000,2.25,339,
239950,1.75,239.95,
839000,2.75,839,
287500,2.5,287.5,
750000,2.75,750,
290000,1,290,
385000,3,385,
209950,1,209.95,
570000,2.5,570,
430000,3,430,
299000,1,299,
230000,1,230,
555000,2.25,555,
